Date,simOpen,simHigh,simLow,simClose,simRSI
2011-02-17,105.71008156643897,108.73149951156056,102.3809213765969,105.54056929389867,72.81812663900722
2011-02-18,106.18579999323791,108.93939260917203,102.92820692382256,105.74331014059787,73.63551287662708
2011-02-22,106.06894422783594,108.52075314719183,100.94405073673165,103.57215737575098,54.74626126653778
2011-02-23,104.20924122732183,106.81826003840732,99.9606351993131,102.93873042835321,50.682269095717444
2011-02-24,103.54735978047185,106.25049747740276,99.55335360435123,102.83598523187136,50.03674029802162
2011-02-25,103.56677331215613,107.03629004045966,100.5590795172237,103.92056694021807,56.32786085950615
2011-02-28,104.69684357280721,107.74669958497152,101.57479731295702,104.49808799244916,59.254855160395955
2011-03-01,105.25335856420567,107.9659387209845,100.46601698804514,102.85292794834031,49.192111051907034
2011-03-02,103.41745950382736,106.51473501551531,100.19180821852517,103.01866845623643,50.10668449838528
2011-03-03,103.96367668144076,107.98052187263957,100.9444564111914,104.79215526492237,58.641835587640806
2011-03-04,105.41773107552785,107.88285440173092,100.96099673086512,104.01859449269323,54.30069420844851
2011-03-07,104.78279664562406,107.60687961760897,100.29912554566837,103.15055954234134,49.862780408332995
2011-03-08,103.8579303561362,107.44923817869639,100.51949848386701,104.07055924421906,54.12075836953877
2011-03-09,104.56019582758829,107.24377931597932,100.9352384463964,103.92844685897309,53.37060041746389
2011-03-10,104.22708889352413,106.63632296973607,99.54574460477801,101.96682795888637,44.29128582834352
2011-03-11,102.46095310726881,106.03859697356745,99.37461430742788,102.68841657465309,47.79177065026989
2011-03-14,103.07528557795962,105.45789549850917,98.94197113649174,102.0668338784626,45.17209363014453
2011-03-15,102.06647413534631,104.42576513771236,96.99947723939083,100.92326551434888,40.767231783600124
2011-03-16,101.35314553406266,103.81346586585104,96.07074239255101,98.95538934459874,34.5547068759394
2011-03-17,99.93876460151272,103.6485487492086,97.03643226500022,100.28084493214484,41.038862247939356
2011-03-18,101.134537264164,104.45862040030981,98.15671354244503,100.7119100107295,43.0064827511181
2011-03-21,101.5254769000008,105.40646421803903,98.57706468333272,102.22157812678111,49.349048231600065
2011-03-22,102.84322517880871,105.30637952548149,99.42659380177841,101.85824600056588,47.97242001094444
2011-03-23,102.35962877088659,105.39999416621598,98.76091276589236,102.15467230099166,49.210887660159514
2011-03-24,103.02622431865863,106.27731444676643,99.81348668360113,103.10848766710308,53.0628215472185
2011-03-25,103.91223699094442,106.91230410844162,100.7676036399688,103.43403681638425,54.32948030137495
2011-03-28,103.9118442026886,106.95728490867626,100.76722273842704,103.14943448475299,52.9900440684051
2011-03-29,103.7189633983748,106.93337778941438,100.39073855305934,103.8772842008494,55.964810347068784
2011-03-30,104.7103165477375,107.92900314889339,101.66941304396471,104.57127525799612,58.63863688450162
2011-03-31,105.14955055826262,107.76893928631931,101.9105329109038,104.37957089836776,57.60343962467858
2011-04-01,105.31074614661279,108.42336172445704,102.20702750089448,104.89720473072181,59.66355144198204
2011-04-04,105.63353295952597,108.33299416728002,102.2227925898073,104.93302283354038,59.80834166719344
2011-04-05,105.51193978865926,108.4517174104759,102.2939336852877,104.91373167676184,59.68471174339216
2011-04-06,105.82125746484694,108.54612704240007,102.37507267131362,105.14243016988848,60.71615209502679
2011-04-07,105.73214104481589,108.4987123377318,102.0262801918816,104.98221787515605,59.57218472495787
2011-04-08,105.8378838302378,108.5517897761956,101.74747883005288,104.56142296252807,56.57265073133982
2011-04-11,105.27112878355376,108.09025356102215,101.60250319233616,104.26895450743905,54.52807954208029
2011-04-12,104.7122990501046,107.13274900787776,100.71381057063667,103.4576863304828,49.23929178121491
2011-04-13,104.08376885271046,107.08290913361199,100.6888188199149,103.47697659419501,49.364412358349526
2011-04-14,103.85366762425363,106.71295952678808,100.16776260499206,103.48524520535298,49.4216686466743
2011-04-15,104.12337871347194,107.2060911296777,101.03337881654606,103.89107368944978,52.26036914051879
2011-04-18,104.02872643533823,106.43337544037365,99.57327039407028,102.74602757169454,44.67967823591611
2011-04-19,103.44535728520505,106.3802973739096,100.28583462389435,103.33449577892415,48.77145198668212
2011-04-20,104.4849723423177,107.99743981004077,101.45061301987835,104.73066621665815,56.87907646448365
2011-04-21,105.6022035033121,108.38844997171813,102.50463543178108,105.2829096781063,59.58946496961831
2011-04-26,105.88061575211705,109.36536697734064,102.80572540016064,106.05872302443406,63.08222610596461
2011-04-27,106.8053590371241,110.00839843846687,103.38214093927358,106.7211694606233,65.787526550264
2011-04-28,107.23505038607918,110.3499633516326,104.1008299522755,107.1002093049754,67.25840618544974
2011-05-03,107.70196573343458,110.27904335509322,103.78665735376441,106.79593611977911,64.86005906236602
2011-05-04,107.39582114594174,109.87830135247849,103.1694761137834,106.06341716974539,59.396856114369164
2011-05-05,106.46553323660457,109.23769235464512,102.2208344443952,105.10103620236774,53.100879668457544
2011-05-06,106.15464328774755,109.7526738897107,102.71341399740429,105.50211842358331,55.220362109046434
2011-05-09,106.1510737953177,109.35355915489568,102.94835649350495,105.98113157991057,57.66834100065581
2011-05-10,106.7954044803085,110.1635083129288,103.69394764064576,106.83642692104613,61.67632624361728
2011-05-11,107.28369626043387,109.76358467425982,102.77223502195095,105.64891668219256,54.06190883345803
2011-05-12,106.08571412290019,109.48278645366847,102.43884961270035,106.16570958504127,56.56240589000761
2011-05-13,106.82191496104011,109.43537211567981,102.54074512770984,105.30883482721852,51.57518892992957
2011-05-16,105.7189886847802,108.85636836140704,102.07585723827044,104.65506336300136,48.107687091681804
2011-05-17,105.03189125996725,107.80979866889558,101.39794954128361,104.61609526725834,47.90201465275984
2011-05-18,105.22475101845028,108.73318341257406,102.01894602077793,105.53671316295835,52.98936017681504
2011-05-19,106.32211099475269,109.13794292853106,102.76990413713459,105.76617311358396,54.184110441823954
2011-05-20,106.29002789604239,108.74694746963043,102.33193840138446,104.95261123925421,49.41350449535241
2011-05-23,105.58234597881916,108.02290731458643,100.96345492545608,103.70059517743692,43.14940125657615
2011-05-24,104.36460595944921,107.26483871254885,101.03920653292327,103.61440068211367,42.74966018543384
2011-05-25,104.2580806484697,107.4378436062502,100.8796375028608,103.94383575780324,44.842156984553554
2011-05-26,104.59667025432528,107.65217380239301,101.07996958984697,104.3543471664882,47.40853496091023
2011-05-27,104.99624245886109,108.14687401369186,101.94703530313062,104.77981170740343,49.99229191775944
2011-05-31,105.42432407988174,109.0037833518081,102.36268495981156,105.88932124040213,56.02818664107815
2011-06-01,106.54065833044528,109.00337131750703,101.02499272388825,103.47626286397573,43.72904700760465
2011-06-02,104.11275696132998,106.80133751945222,100.4017165720916,103.34913878603447,43.19385046802414
2011-06-03,103.98485092892881,106.38848583275248,99.8084362373019,102.34276004329634,39.1315910652498
