Date,Close,EMA50,EMA200,RSI
1986-01-03,5.0,5.0,5.0,
1986-01-06,5.006802925624429,5.000266781397036,5.000067690802233,100.0
1986-01-07,5.174830236932411,5.007112407104306,5.001806621609498,100.0
1986-01-08,5.096994641293012,5.010637200601902,5.002753766083961,75.94345272831055
1986-01-09,4.8567985676335175,5.004604313034514,5.001301475552116,42.298965429206234
1986-01-10,4.91754112386092,5.001190070321824,5.00046803921688,48.48290612755235
1986-01-13,4.901446903441837,4.997278573581433,4.999482754283795,47.05139629257933
1986-01-14,4.926192486731901,4.994490883901059,4.9987534978902435,49.50737509546631
1986-01-15,5.078450408572894,4.997783414280346,4.9995465019766385,61.33158017038278
1986-01-16,5.159504562722841,5.00412542010162,5.001138124471626,65.88787096624877
1986-01-17,5.189795417280009,5.011406596461557,5.003015311464745,67.4247586228175
1986-01-20,5.1259655636705315,5.015899104979555,5.004238697058833,61.19950886895161
1986-01-21,5.076768774918072,5.018286150859497,5.0049603893758405,56.86389947565407
1986-01-22,4.995448661890173,5.017390563056778,5.004865745321257,50.52475215735745
1986-01-23,4.988401914746939,5.016253753319137,5.004701926111562,50.007168672525516
1986-01-24,5.08671829346328,5.019017068618907,5.005518009368794,56.64618779636723
1986-01-27,5.139954387777739,5.023759708585921,5.006855684775848,59.74741441848652
1986-01-28,5.2495330482078995,5.032613565041685,5.009270384909501,65.23227409536719
1986-01-29,5.346417426373925,5.04491959881942,5.012625081839495,69.20706118678501
1986-01-30,5.324649851779654,5.055889412660998,5.015729805918502,67.35345706748575
1986-01-31,5.393737433988716,5.06913835467385,5.019491075849549,70.07867119220421
1986-02-03,5.4682032080782035,5.084787956768138,5.023955873185158,72.7095125618007
1986-02-04,5.484997803879458,5.100482460576425,5.028543355082614,73.27728004619195
1986-02-05,5.531049418125454,5.117367439303838,5.0335434154113985,74.81654393324501
1986-02-06,5.6214080896137775,5.137133739315993,5.039392815154706,77.53670199703969
1986-02-07,5.687975179169174,5.158735364408274,5.045846371015546,79.30140877462321
1986-02-10,5.769872862490848,5.182701540803669,5.053050614711818,81.24372888915558
1986-02-11,5.812365677119485,5.20739425203174,5.060605988467119,82.1736570154444
1986-02-12,5.880320799853503,5.233783528416907,5.068762354749571,83.56946154661657
1986-02-13,5.95896979720901,5.2622222056244405,5.07762014024668,85.0235945984003
1986-02-14,6.074281801145544,5.2940676799586015,5.0875371716984095,86.85157167578784
1986-02-18,6.1777294982465305,5.328721084597344,5.098384856539685,88.23217492977453
1986-02-19,6.158972315561002,5.361279956399841,5.108937965584674,86.46832313705266
1986-02-20,6.208477285966222,5.394503381088718,5.119878655339714,87.1923410020635
1986-02-21,6.339989621801607,5.43158127288138,5.132019062966201,88.8850628008562
1986-02-24,6.312577251574096,5.466130134790898,5.14376591061404,86.33673796173636
1986-02-25,6.2882337493342915,5.498369492223972,5.155153650302799,84.04411310717478
1986-02-26,6.3064616980255055,5.530059382647561,5.166609451772676,84.37694226027455
1986-02-27,6.452528396649482,5.566234638098617,5.179404665154536,86.749928742217
1986-02-28,6.525116403632043,5.6038378445901245,5.192794831706551,87.74132999390798
1986-03-03,6.5325710897218325,5.6402587561639175,5.206125938751479,87.84143168165319
1986-03-04,6.64928452611274,5.679828394201126,5.220485725690398,89.30624711994949
1986-03-05,6.5249151684881355,5.712969052016303,5.233465123131171,78.50763105822466
1986-03-06,6.614323563484676,5.748316287760161,5.247205008109813,80.3387845676814
1986-03-07,6.6496829317347474,5.783663999288576,5.2611600123249875,81.02385904164568
1986-03-10,6.734679526219832,5.8209587258349,5.2758218980353835,82.58654801764862
1986-03-11,6.925940482286493,5.864291343734962,5.2922409884259425,85.47113899094636
1986-03-12,7.052865968441236,5.910902113331287,5.309759644943508,87.00208159905893
1986-03-13,7.089696007526777,5.957129324868365,5.3274704545214515,87.41438631809909
1986-03-14,7.166838320313523,6.004568893317194,5.345772622340278,88.25077369049873
1986-03-17,7.053442756009967,6.045701201658088,5.362764364963858,79.88920425506666
1986-03-18,7.135971923062329,6.0884569162229605,5.380408221263345,81.27282233506165
1986-03-19,7.144178915851699,6.129857778953499,5.397958178423428,81.40910078435033
1986-03-20,7.198517122224522,6.17176598849354,5.4158741878144845,82.32169946295468
1986-03-21,7.189399506870357,6.21167318529263,5.433521205914543,81.6015592092214
1986-03-24,7.070007368051758,6.245333349322401,5.449804650313919,72.68119643323661
1986-03-25,6.986639811254185,6.274404190966784,5.465096542462578,67.18641885000716
1986-03-26,7.057222532634507,6.305102949463558,5.480938592116031,69.29232736388441
1986-03-27,7.208258642364556,6.340520819773401,5.498125856297609,73.23110868636965
1986-04-01,7.24522986961068,6.37599960604153,5.515509975833063,74.10231732374334
1986-04-02,7.236151938293067,6.409731070051395,5.53263079137993,73.47323540680502
1986-04-03,7.256098071743231,6.4429219328628395,5.549779719542749,73.99299299422451
1986-04-04,7.119109204870685,6.469439080784716,5.565394938302232,64.66898991061392
1986-04-07,6.9321685358303196,6.487585333923759,5.578994675591068,54.60782171207155
1986-04-08,7.154512354186375,6.513739334718371,5.594671468412912,62.118281059654855
