Date,simOpen,simHigh,simLow,simClose,simRSI
2003-08-21,79.91099870129308,82.39968906798558,77.40903643019908,79.54902764483971,58.76703262637489
2003-08-22,80.21066105226257,82.52017791000016,76.8889809484681,78.73917860036313,52.39387888745187
2003-08-26,79.1764418526246,81.4522564377659,76.18767151181979,79.02987323809786,54.29992631664818
2003-08-27,79.45376709603516,81.46174309371824,76.94339648942469,79.03433185410229,54.329975206155844
2003-08-28,79.57153651861684,81.95687405473672,76.79515693822773,79.51373064113837,57.54579925893995
2003-08-29,79.95176994030199,82.34262968248181,77.42229072225233,79.92335188871232,60.116786623730555
2003-09-02,80.49075525483717,83.46378121352122,77.89837381429444,81.03149955513506,66.07221684637477
2003-09-03,81.63683158277074,84.01440062414454,79.19784440324129,81.3705457136211,67.65546269021824
2003-09-04,81.87106345156188,84.00020770424018,79.17740572339879,81.50502715311202,68.28443577220064
2003-09-05,81.93776528522528,84.00315495828153,78.86727203519453,80.98300823726863,63.17510299511074
2003-09-08,81.52422073248187,84.26401842524474,79.15666797932249,81.79539446666634,67.25982911545222
2003-09-09,82.25943586034408,84.16086027647293,79.09517693626448,81.12352641154294,61.240541612147126
2003-09-10,81.4900991118952,83.37374033193929,78.21185994028494,80.15196063998924,53.78314925382307
2003-09-11,80.69763370036087,83.32200575461457,78.35408596076334,80.5877315225795,56.33819611841673
2003-09-12,80.93425700519646,83.22130087199771,78.05403068005448,80.76264864655646,57.352183762245446
2003-09-15,81.26341584274688,83.23241274781414,78.50918184593722,80.45947252955567,54.98097753349413
2003-09-16,80.97193629904305,84.0376599742041,78.62042250943863,81.60008325336412,61.41196571425141
2003-09-17,82.0844628619638,84.17445870828769,79.35595974671149,81.34368437665032,59.36935378572089
2003-09-18,81.83366645722374,84.89399889349248,79.45015605839464,82.42244114342354,64.66701129230253
2003-09-19,82.92942920067624,84.90428811171256,79.92543356590399,82.16207686631434,62.557740729827984
2003-09-22,82.6674633988221,84.57831941223911,78.87251281384032,81.09301709347281,54.707544097924114
2003-09-23,81.59182774045956,84.07361486206585,79.12316915037297,81.5850627217306,57.347007236387846
2003-09-24,82.09727027451954,84.04962860934006,78.14616512618501,80.0268342671419,47.87963344164369
2003-09-25,80.58370135040234,82.91812628629725,77.70670273868072,79.54211166884471,45.382550183794464
2003-09-26,80.04574130582463,81.89599632467716,77.15028783669696,79.03281505947304,42.86583409462023
2003-09-29,79.6178686762189,82.17644038515361,77.09035670010132,79.80393557663356,47.58151580355689
2003-09-30,80.17994784087223,82.03330504977605,76.70666990850819,78.96244915701469,43.393912991467865
2003-10-01,79.53988991887243,83.10050359954671,77.2299643999042,80.72617418743964,52.73529533844748
2003-10-02,81.1876297404015,83.39807877482328,78.48905872419144,80.88601800034786,53.48072915102859
2003-10-03,81.75767356805852,84.82109770550207,79.38334119466491,81.64760615163829,56.94700469496517
2003-10-06,82.18173577221773,84.58981258943902,79.70989047128951,82.00406232213571,58.497786256137026
2003-10-07,82.38563307825518,84.81555970170332,79.48033077428256,82.39222810970223,60.171627104984836
2003-10-08,82.96284510000072,84.88297728946009,79.84947574132894,81.95825249795794,57.39859161012645
2003-10-09,82.67297318333361,85.55187458211512,80.15588214723125,82.35037952938855,59.218107006569994
2003-10-10,82.86490114703886,84.94436041981393,80.21908921033,82.29695073194796,58.85116394879734
2003-10-13,82.90128098060794,85.60182683347857,80.49373699950984,82.8745877168652,61.60691500222854
2003-10-14,83.38435700723876,85.64965377609792,80.61348131668737,83.2016978471743,63.10604689449646
2003-10-15,83.97990075811451,86.00025619525081,80.79208703722067,82.98574453492269,61.40993473468912
2003-10-16,83.39329860200958,85.93056224784226,80.86071224511902,83.24784325892202,62.7131250346907
2003-10-17,83.75990846507969,85.84536290305259,80.28185642068401,82.39528605059239,56.10938890015825
2003-10-20,82.9084883801692,85.256631651681,80.2474751632941,82.8199050636697,58.44445602935066
2003-10-21,83.37400678533287,85.57295425311449,80.74052345050133,82.92661699948536,59.03134538120595
2003-10-22,83.43590865857868,85.3645273385119,79.6474136605442,81.68402550624114,50.18818762865951
2003-10-23,82.18647152403858,84.50078264262429,79.4519420039288,81.95405189239331,51.86702432665276
2003-10-24,82.220459728266,84.12098335706274,78.8669066096151,81.56845650850998,49.32359497606932
2003-10-27,82.2026007426289,84.68865890331996,79.70846888516482,81.74414216702111,50.50834847595452
2003-10-28,82.37617599215051,85.42607472476749,79.98388164309077,82.98529959094485,57.94960190011443
2003-10-29,83.49574987859528,85.67383907828216,80.80452255787122,83.08963019568218,58.51141371019426
2003-10-30,83.77540453766092,85.91752119293955,80.84061729466659,82.9965635743712,57.7736856995236
2003-10-31,83.5070831448889,85.93923032482729,81.0819460276076,83.29511802001201,59.52759647717426
2003-11-03,83.89760622520551,86.62032166233858,81.4611278901309,83.95357906908878,63.14495107567153
2003-11-04,84.46998533188831,86.42250669378696,81.44997748351045,83.49584623549582,59.20376778242518
2003-11-05,84.01422268560052,86.05658462664522,80.92148775754704,83.38137536975711,58.22994372912992
2003-11-06,84.02985753281371,86.41532487067445,81.07994560786494,83.87573107197495,61.184195765993834
2003-11-07,84.52246784515711,86.69653718499733,81.48545318676842,83.49172843181655,57.782934726316256
2003-11-10,84.02363895216673,85.98298011657995,80.97478169769623,83.00784398790113,53.74888850603491
2003-11-11,83.50008786817011,85.54035666003638,80.81029254027796,82.96472264717096,53.392979278761395
2003-11-12,83.51093876342021,86.42707497522991,81.06400520890773,83.91251388096019,59.68036378288887
2003-11-13,84.34970455736479,86.46918249766219,81.54540208711842,83.90268396961328,59.591033289834414
