Date,Close,EMA50,EMA200,RSI
1986-02-28,0.5,0.5,0.5,
1986-04-30,0.6069861380311135,0.5041955348247495,0.5010645386868767,100.0
1986-05-30,0.4954363641180904,0.5038520379342923,0.5010085369498739,93.0686688174044
1986-06-30,0.5820187962175035,0.5069174010042222,0.5018146091813926,93.44643129397868
1986-07-31,0.564566236220958,0.5091781396401727,0.5024390034802938,92.35931636826271
1986-08-29,0.6372600302750424,0.5142009588807558,0.5037805062344705,92.73642343994763
1986-09-30,0.5591731028028832,0.5159645723678981,0.5043316763495791,87.75179610190344
1986-10-31,0.5834989373797442,0.5186129788389509,0.5051194102901778,87.96766247575762
1986-11-28,0.6098267865462399,0.5221899909059035,0.5061612747305366,88.2086458753608
1986-12-31,0.6010624220357199,0.5252830274207982,0.5071055647534738,87.5830048262862
1987-01-30,0.6268413775730486,0.5292657078189258,0.5082969658760567,87.85448500365918
1987-02-27,0.6448130610149833,0.5337969765717123,0.5096553349819166,88.04964424105279
1987-03-31,0.6013725547018386,0.536446999243482,0.5105679441333587,84.53190863692625
1987-04-30,0.5065344108234223,0.5352739565603425,0.5105278094735584,77.3074040753906
1987-05-29,0.48261216950195324,0.5332087884404056,0.5102500419116519,75.56209074585654
1987-06-30,0.4929683789159026,0.531630733164935,0.5100780850659231,75.81534363947242
1987-07-31,0.46127318455913796,0.5288716136117665,0.5095924641653581,73.32367430687313
1987-09-30,0.3662714035798197,0.5224951347869843,0.5081663839605269,66.32359574944016
1987-10-30,0.44212650950675614,0.5193434239916812,0.5075092707818825,68.86635346192529
1987-11-30,0.4371798590823113,0.516121323407,0.5068094756405932,68.50495121201465
1987-12-31,0.45803884809191264,0.5138435792769965,0.506324195764487,69.234399352401
1988-01-29,0.536780764082874,0.5147430767203642,0.5066272461955157,71.86954619164665
1988-02-29,0.5484049206459344,0.5160631490311709,0.5070429444487538,72.24554871870968
1988-03-31,0.4915615981517212,0.5151023038986434,0.5068889012020172,67.51719819489988
1988-04-29,0.45945124026662915,0.5129199092464075,0.506416884675297,64.94460814261006
1988-05-31,0.4319723436773369,0.5097454949103656,0.5056761429738248,62.75229223206602
1988-06-30,0.48132782582848266,0.5086310765149976,0.5054338711614333,65.02437845604467
1988-07-29,0.4461388010248853,0.5061803990447972,0.5048438704635573,62.129322699999896
1988-08-31,0.44493817990747825,0.5037787433923533,0.5042477939406113,62.02836649039754
1988-09-30,0.488798879099377,0.5031912977338052,0.5040940733949274,64.29901254413251
1988-10-31,0.5265201828967432,0.5041061559754891,0.5043172187631048,66.16346133599374
1988-11-30,0.48262006209028624,0.5032635640584224,0.5041013266569075,62.11833332657821
1988-12-30,0.4942216515653965,0.5029089792547744,0.5040030214321164,62.76295406697731
1989-01-31,0.517809708399043,0.5034933215741575,0.5041404014019366,64.09396180383773
1989-02-28,0.47770190935744195,0.5024818936440902,0.5038773318293546,60.175420902438475
1989-03-31,0.48471702551324336,0.5017852321487629,0.5036866820152639,60.62652859511562
1989-04-28,0.5143387010888674,0.5022775250483749,0.5037926722548023,62.54593095093341
1989-05-31,0.5622873745952499,0.5046308524815857,0.5043747090940107,65.46566697913767
1989-06-30,0.6503851415651796,0.5103467069554521,0.505827549218102,70.06023326306516
